OpCode	PointIndex	Filename	Frame	Time	Period	PeriodTime	ImageCol	ImageRow	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
MaOL1N	11	MaOL1N_L461.avi	50939	14.14967	3	0.22722	811.89257	631.69811	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N	12	MaOL1N_L461.avi	50939	14.14967	3	0.22722	744.73454	613.71809	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N	13	MaOL1N_L461.avi	50982	14.16161	3	0.23917	1192.05497	618.51276	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N	14	MaOL1N_L461.avi	51009	14.16911	3	0.24667	1541.03685	433.91787	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N	15	MaOL1N_L461.avi	51028	14.17439	3	0.25194	1704.13492	468.67925	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N	16	MaOL1N_L461.avi	51252	14.23661	3	0.31417	1864.83448	553.78468	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			Y
MaOL1N	17	MaOL1N_L461.avi	53091	14.74744	3	0.82500	1674.15365	394.36182	Labridae	Gomphosus	varius	37384106	1	AD	Passing			
MaOL1N	18	MaOL1N_L461.avi	65196	18.10993	4	0.75694	1857.52190	308.74305	Labridae	Thalassoma	hardwicke	37384165	1	AD	Passing			
MaOL1N	19	MaOL1N_L461.avi	65793	18.27576	4	0.92277	1003.25407	377.21913	Chaetodontidae	Chaetodon	vagabundus	37365062	1	AD	Passing	check		
MaOL1N	20	MaOL1N_L461.avi	68263	18.96187	4	1.60888	288.36045	456.50723	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N	21	MaOL1N_L461.avi	68269	18.96354	4	1.61055	271.53942	493.74861	Unknown			37000000	1	AD	Passing	striatus or sordidus		
MaOL1N	22	MaOL1N_L461.avi	68960	19.15548	4	1.80249	826.63329	533.39266	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MaOL1N	23	MaOL1N_L461.avi	75486	20.96825	5	0.37333	399.55140	417.40864	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N	24	MaOL1N_L461.avi	77880	21.63325	5	1.03833	1710.65421	619.53488	Chaetodontidae	Chaetodon	citrinellus	37365036	1	AD	Passing			
MaOL1N	25	MaOL1N_L461.avi	78015	21.67075	5	1.07583	777.57009	540.59801	Mullidae	Parupeneus	multifasciatus	37355026	1	AD	Passing	or P. pleurostigma		
MaOL1N	26	MaOL1N_L461.avi	78020	21.67214	5	1.07722	454.57944	459.26910	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N	27	MaOL1N_L461.avi	78020	21.67214	5	1.07722	512.00000	471.22924	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N	28	MaOL1N_L461.avi	78020	21.67214	5	1.07722	550.28037	462.85714	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N	29	MaOL1N_L461.avi	78083	21.68964	5	1.09472	450.99065	511.89369	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N	30	MaOL1N_L461.avi	78083	21.68964	5	1.09472	459.36449	538.20598	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N	31	MaOL1N_L461.avi	78159	21.71075	5	1.11583	618.46729	638.67110	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N	32	MaOL1N_L461.avi	78192	21.71991	5	1.12500	264.37383	486.77741	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N	33	MaOL1N_L461.avi	78192	21.71991	5	1.12500	260.78505	499.93355	Acanthuridae	Acanthurus	nigroris	37437015	1	AD	Passing			
MaOL1N	34	MaOL1N_L461.avi	81963	22.76741	5	2.17249	363.66355	663.78738	Unknown			37000000	1	AD	Passing			
MaOL1N	35	MaOL1N_L461.avi	88387	24.55185	6	0.11361	1717.83178	476.01329	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL1N	36	MaOL1N_L461.avi	89983	24.99518	6	0.55694	165.08411	220.06645	Labridae	Thalassoma	hardwicke	37384165	1	AD	Passing			Y
MaOL1N	37	MaOL1N_L461.avi	92778	25.77156	6	1.33333	537.12150	943.65449	Chaetodontidae	Chaetodon	vagabundus	37365062	1	AD	Passing			Y
MaOL2N	0	MaOL2N_L461.avi	49595	13.77633	1	0.00306	447.40187	609.96678	Labridae	Halichoeres	hortulanus	37384112	1	AD	Passing			
MaOL2N	1	MaOL2N_L461.avi	54156	15.04327	1	1.26999	141.15888	504.71761	Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MaOL2N	2	MaOL2N_L461.avi	54181	15.05022	1	1.27694	159.10280	400.66445	Acanthuridae	Acanthurus	nigroris	37437015	1	AD	Passing			
MaOL2N	3	MaOL2N_L461.avi	62880	17.46660	2	0.61166	97.01809	599.86696	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL2N	4	MaOL2N_L461.avi	63840	17.73326	2	0.87833	861.18528	692.06208	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL2N	5	MaOL2N_L461.avi	64034	17.78715	2	0.93222	128.15970	1010.55432	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL2N	6	MaOL2N_L461.avi	64181	17.82798	2	0.97305	1784.65377	795.03326	Labridae	Thalassoma	hardwicke	37384165	1	AD	Passing			
MaOL2N	7	MaOL2N_L461.avi	65640	18.23326	2	1.37833	836.03244	422.66075	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL2N	8	MaOL2N_L461.avi	78721	21.86686	3	0.69250	879.15159	450.19956	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			Y
MaOL2N	9	MaOL2N_L461.avi	78730	21.86936	3	0.69500	839.62570	440.62084	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			Y
MaOL2N	10	MaOL2N_L461.avi	78765	21.87908	3	0.70472	446.76232	608.24834	Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MaOL2N	11	MaOL2N_L461.avi	78836	21.89880	3	0.72444	225.17779	518.44789	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL2N	12	MaOL2N_L461.avi	80835	22.45408	3	1.27972	806.08858	454.98891	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL2N	13	MaOL2N_L461.avi	81500	22.63880	3	1.46444	1576.24454	536.40798	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MaOL2N	14	MaOL2N_L461.avi	81533	22.64796	3	1.47361	1643.31878	584.30155	Scaridae	Scarus	globiceps	37386018	1	AD	Passing			
MaOL2N	15	MaOL2N_L461.avi	81835	22.73185	3	1.55749	287.46101	583.10421	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing	check		
MaOL2N	16	MaOL2N_L461.avi	91059	25.29407	4	0.67639	1777.46725	416.67406	Balistidae	Melichthys	vidua	37465058	1	AD	Passing			
MaOL2N	17	MaOL2N_L461.avi	103420	28.72766	5	0.97722	1904.42920	882.43902	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL2N	18	MaOL2N_L461.avi	106584	29.60655	5	1.85610	1783.45602	573.52550	Scaridae	Scarus	globiceps	37386018	1	AD	Passing			
MaOL2N	19	MaOL2N_L461.avi	154773	42.99233	6	0.60583	285.06550	632.19512	Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MaOL2N	20	MaOL2N_L461.avi	155130	43.09149	6	0.70500	1852.92576	729.17960	Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MaOL3W	0	MaOL3W_L461.avi	35063	9.73968	1	0.32167	1807.55140	784.58472	Scaridae	Scarus	psittacus	37386024	1	AD	Passing			
MaOL3W	1	MaOL3W_L461.avi	35077	9.74357	1	0.32555	1809.94393	741.52824	Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MaOL3W	2	MaOL3W_L461.avi	37442	10.40051	1	0.98250	163.88785	1033.35548	Serranidae	Cephalopholis	argus	37311082	1	AD	Passing			
MaOL3W	3	MaOL3W_L461.avi	39530	10.98051	1	1.56249	1732.18692	590.83056	Tetraodontidae	Canthigaster	solandri	10000036	1	AD	Passing			
MaOL3W	4	MaOL3W_L461.avi	39720	11.03329	1	1.61527	416.29907	633.88704	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MaOL3W	5	MaOL3W_L461.avi	56730	15.75827	3	0.83277	95.03759	982.58352	Mullidae	Parupeneus	multifasciatus	37355026	1	AD	Passing			
MaOL3W	6	MaOL3W_L461.avi	56992	15.83105	3	0.90555	69.77444	865.92428	Scaridae	Chlorurus	sordidus	37386030	1	AD	Passing			
MaOL3W	7	MaOL3W_L461.avi	57128	15.86883	3	0.94333	1603.60902	535.18931	Scaridae	Scarus	psittacus	37386024	1	AD	Passing			
MaOL3W	8	MaOL3W_L461.avi	58266	16.18494	3	1.25944	1144.06015	562.85078	Lutjanidae	Lutjanus	fulvus	37346043	1	AD	Passing	check		
MaOL3W	9	MaOL3W_L461.avi	58292	16.19216	3	1.26666	1109.17293	564.05345	Scaridae	Scarus	psittacus	37386024	1	AD	Passing			
MaOL3W	10	MaOL3W_L461.avi	58391	16.21966	3	1.29416	1015.33835	920.04454	Tetraodontidae	Canthigaster	solandri	10000036	1	AD	Passing			
MaOL3W	11	MaOL3W_L461.avi	58391	16.21966	3	1.29416	963.60902	909.22049	Tetraodontidae	Canthigaster	solandri	10000036	1	AD	Passing			
MaOL3W	12	MaOL3W_L461.avi	58894	16.35938	3	1.43388	1266.76692	804.58797	Unknown			37000000	1	AD	Passing			
MaOL3W	13	MaOL3W_L461.avi	60560	16.82215	3	1.89666	475.18797	607.34967	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOL3W	14	MaOL3W_L461.avi	69711	19.36409	4	1.68916	975.63910	868.32962	Labridae	Gomphosus	varius	37384106	1	AD	Passing			
MaOL3W	15	MaOL3W_L461.avi	76571	21.26964	5	0.94083	1134.43609	597.72829	Unknown			37000000	1	AD	Passing			
MaOL3W	16	MaOL3W_L461.avi	76619	21.28297	5	0.95416	1264.36090	562.85078	Unknown			37000000	1	AD	Passing			
MaOL3W	17	MaOL3W_L461.avi	76843	21.34519	5	1.01638	1661.35338	776.92650	Scaridae	Scarus	psittacus	37386024	1	AD	Passing			
MaOR1N	0	MaOR1N_L461.avi	42817	11.90552	1	0.70459	766.80374	686.51163	Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MaOR1N	1	MaOR1N_L461.avi	51556	14.33545	2	0.56640	1547.96262	342.05980	Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MaOR1N	2	MaOR1N_L461.avi	59183	16.45618	3	0.27750	686.65421	893.42193	Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MaOR1N	3	MaOR1N_L461.avi	59451	16.53070	3	0.35202	75.36449	492.75748	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOR1N	4	MaOR1N_L461.avi	63100	17.54532	3	1.36664	56.47059	521.37931	Unknown			37000000	1	AD	Passing			
MaOR1N	5	MaOR1N_L461.avi	72085	20.04365	4	1.19592	377.27159	804.89433	Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MaOR1N	6	MaOR1N_L461.avi	81294	22.60427	5	0.09954	156.19524	695.57286	Acanthuridae	Ctenochaetus	binotatus	37437021	1	AD	Passing			
MaOR1N	7	MaOR1N_L461.avi	84255	23.42759	5	0.92287	389.28661	977.88654	Labridae	Thalassoma	quinquevittatum	37384170	1	AD	Passing			
MaOR1N	8	MaOR1N_L461.avi	84640	23.53465	5	1.02992	358.04756	804.89433	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			Y
MaOR1N	9	MaOR1N_L461.avi	86208	23.97064	5	1.46591	476.99625	628.29811	Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing	check		
MaOR1N	10	MaOR1N_L461.avi	94930	26.39584	6	1.12001	191.03880	816.90768	Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MaOR2W	0	MaOR2W_L461.avi	63250	17.58703	1	0.31726	127.35920	1028.34260	Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MaOR2W	1	MaOR2W_L461.avi	63250	17.58703	1	0.31726	105.73217	1015.12792	Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MaOR2W	2	MaOR2W_L461.avi	66190	18.40452	1	1.13475	486.60826	825.31702	Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MaOR2W	3	MaOR2W_L461.avi	68209	18.96591	1	1.69614	147.78473	923.82647	Labridae	Thalassoma	quinquevittatum	37384170	1	AD	Passing			
MaOR2W	4	MaOR2W_L461.avi	68906	19.15972	1	1.88995	725.70713	1007.91991	Labridae	Thalassoma	quinquevittatum	37384170	1	AD	Passing			
MaOR2W	5	MaOR2W_L461.avi	68915	19.16222	1	1.89245	1046.50814	1033.14794	Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MaOR2W	6	MaOR2W_L461.avi	74287	20.65593	2	0.63786	193.20000	884.40000	Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MaOR2W	7	MaOR2W_L461.avi	74398	20.68680	2	0.66872	54.00000	912.00000	Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MaOR2W	8	MaOR2W_L461.avi	74690	20.76799	2	0.74992	196.80000	991.20000	Cirrhitidae	Neocirrhites	armatus	37374007	1	AD	Passing			
MaOR2W	9	MaOR2W_L461.avi	82161	22.84535	3	0.17823	224.40000	823.20000	Cirrhitidae	Neocirrhites	armatus	37374007	1	AD	Passing			
MaOR2W	10	MaOR2W_L461.avi	84505	23.49711	3	0.83000	788.40000	813.60000	Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MaOR2W	11	MaOR2W_L461.avi	84589	23.52046	3	0.85335	302.40000	934.80000	Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MaOR2W	12	MaOR2W_L461.avi	86161	23.95757	3	1.29046	148.80000	727.20000	Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MaOR2W	13	MaOR2W_L461.avi	86278	23.99010	3	1.32299	649.20000	985.20000	Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MaOR2W	14	MaOR2W_L461.avi	94688	26.32855	4	0.75353	277.20000	758.40000	Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MaOR2W	15	MaOR2W_L461.avi	96746	26.90079	4	1.32577	200.40000	836.40000	Unknown			37000000	1	AD	Passing			
MaOR2W	16	MaOR2W_L461.avi	104350	29.01513	5	0.13903	213.60000	992.40000	Unknown			37000000	1	AD	Passing			
MaOR2W	17	MaOR2W_L461.avi	104653	29.09938	5	0.22328	1131.60000	999.60000	Cirrhitidae	Neocirrhites	armatus	37374007	1	AD	Passing			
MaOR2W	18	MaOR2W_L461.avi	104788	29.13691	5	0.26082	336.00000	860.40000	Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MaOR2W	19	MaOR2W_L461.avi	112709	31.33939	5	2.46330	475.20000	788.40000	Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MaOR2W	20	MaOR2W_L461.avi	113690	31.61217	5	2.73607	205.20000	714.00000	Cirrhitidae	Neocirrhites	armatus	37374007	1	AD	Passing			
MaOR2W	21	MaOR2W_L461.avi	114451	31.82377	5	2.94767	1824.00000	680.40000	Cirrhitidae	Neocirrhites	armatus	37374007	1	AD	Passing			
MaOR2W	22	MaOR2W_L461.avi	117814	32.75887	6	0.11456	456.00000	912.00000	Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing	check		
MaOR2W	23	MaOR2W_L461.avi	119505	33.22906	6	0.58475	288.00000	448.80000	Chaetodontidae	Chaetodon	citrinellus	37365036	1	AD	Passing			
MaOR2W	24	MaOR2W_L461.avi	119987	33.36309	6	0.71877	187.20000	811.20000	Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MaOR2W	25	MaOR2W_L461.avi	120018	33.37171	6	0.72739	375.60000	919.20000	Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MaOR2W	26	MaOR2W_L461.avi	121676	33.83272	6	1.18841	300.00000	878.40000	Cirrhitidae	Neocirrhites	armatus	37374007	1	AD	Passing			
MaOR2W	27	MaOR2W_L461.avi	124394	34.58848	6	1.94417	678.00000	1010.40000	Labridae	Coris	roseoviridis	10000033	1	AD	Passing			
MaOR2W	28	MaOR2W_L461.avi	124394	34.58848	6	1.94417	879.60000	900.00000	Labridae	Coris	roseoviridis	10000033	1	AD	Passing			
MaOR2W	29	MaOR2W_L461.avi	124394	34.58848	6	1.94417	912.00000	787.20000	Labridae	Coris	roseoviridis	10000033	1	AD	Passing			
MaOR3W	0	MaOR3W_L461.avi	62317	17.31021	1	0.73750	740.21210	817.78271	Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MaOR3W	1	MaOR3W_L461.avi	62317	17.31021	1	0.73750	741.40986	804.61197	Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MaOR3W	2	MaOR3W_L461.avi	64392	17.88660	1	1.31388	572.52651	611.84035	Balistidae	Sufflamen	bursa	37465078	1	AD	Passing			
MaOR3W	3	MaOR3W_L461.avi	71364	19.82325	2	0.61833	1402.57018	1071.61863	Balistidae	Melichthys	niger	37465081	1	AD	Passing			
MaOR3W	4	MaOR3W_L461.avi	73491	20.41409	2	1.20916	1710.39301	1050.06652	Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MaOR3W	5	MaOR3W_L461.avi	75437	20.95464	2	1.74972	173.67436	763.90244	Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MaOR3W	6	MaOR3W_L461.avi	118117	32.81015	3	1.23611	1273.21273	956.67406	Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MaOR3W	7	MaOR3W_L461.avi	146878	40.79928	6	1.09444	693.49969	354.41242	Chaetodontidae	Chaetodon	quadrimaculatus	10000019	1	AD	Passing			
MaOR3W	8	MaOR3W_L461.avi	147221	40.89456	6	1.18972	406.03868	699.24612	Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MaOR3W	9	MaOR3W_L461.avi	147733	41.03678	6	1.33194	391.66563	777.07317	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MaOR3W	10	MaOR3W_L461.avi	148587	41.27400	6	1.56916	511.44105	1034.50111	Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MaOR3W	11	MaOR3W_L461.avi	149705	41.58456	6	1.87971	89.83157	893.21508	Serranidae	Cephalopholis	argus	37311082	1	AD	Passing			
MaOR3W	12	MaOR3W_L461.avi	150881	41.91122	6	2.20638	819.26388	170.02217	Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MoOR1S	0	MoOR1S_L461.avi	13330	3.70648	1	0.04532	404.27560	691.99085	Unknown			37000000	1	AD	Passing			
MoOR1S	1	MoOR1S_L461.avi	13442	3.73763	1	0.07647	1059.52350	769.83982	Unknown			37000000	1	AD	Passing			
MoOR1S	2	MoOR1S_L461.avi	15392	4.27984	1	0.61867	498.04067	690.82147	Unknown			37000000	1	AD	Passing			
MoOR1S	3	MoOR1S_L461.avi	15989	4.44583	1	0.78467	845.84104	572.53012	Unknown			37000000	1	AD	Passing			
MoOR1S	4	MoOR1S_L461.avi	16009	4.45140	1	0.79023	307.57856	428.21468	Unknown			37000000	1	AD	Passing			
MoOR1S	5	MoOR1S_L461.avi	18603	5.17267	1	1.51151	53.19588	456.49485	Labridae	Gomphosus	varius	37384106	1	AD	Passing			
MoOR1S	6	MoOR1S_L461.avi	18834	5.23690	1	1.57574	55.67010	372.37113	Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR1S	7	MoOR1S_L461.avi	19301	5.36676	1	1.70559	179.38144	606.18557	Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR1S	8	MoOR1S_L461.avi	20110	5.59170	1	1.93054	100.20619	345.15464	Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MoOR1S	9	MoOR1S_L461.avi	20771	5.77550	1	2.11434	249.89691	299.38144	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR1S	10	MoOR1S_L461.avi	24361	6.77372	2	0.00250	437.93814	1025.56701	Scaridae	Scarus	sp1		1	AD	Passing			
MoOR1S	11	MoOR1S_L461.avi	27220	7.56868	2	0.79746	197.93814	853.60825	Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MoOR1S	12	MoOR1S_L461.avi	28378	7.89067	2	1.11945	124.94845	1011.95876	Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			Yes
MoOR1S	13	MoOR1S_L461.avi	30426	8.46013	2	1.68891	70.51546	497.31959	Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MoOR1S	14	MoOR1S_L461.avi	36500	10.14904	3	0.98376	68.04124	660.61856	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR1S	15	MoOR1S_L461.avi	37658	10.47103	3	1.30575	295.67010	416.90722	Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MoOR1S	16	MoOR1S_L461.avi	38035	10.57585	3	1.41058	363.71134	597.52577	Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MoOR1S	17	MoOR1S_L461.avi	38155	10.60922	3	1.44394	253.60825	757.11340	Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MoOR1S	18	MoOR1S_L461.avi	38259	10.63814	3	1.47286	98.96907	627.21649	Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR1S	19	MoOR1S_L461.avi	40003	11.12307	3	1.95779	139.79381	779.38144	Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR1S	20	MoOR1S_L461.avi	40017	11.12696	3	1.96168	206.59794	770.72165	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR1S	21	MoOR1S_L461.avi	40102	11.15060	3	1.98532	392.16495	972.37113	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR1S	22	MoOR1S_L461.avi	45375	12.61678	4	0.11067	449.07216	651.95876	Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MoOR1S	23	MoOR1S_L461.avi	45542	12.66322	4	0.15710	152.16495	682.88660	Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MoOR1S	24	MoOR1S_L461.avi	47096	13.09532	4	0.58920	1576.08247	659.38144	Unknown			37000000	1	AD	Passing			
MoOR1S	25	MoOR1S_L461.avi	47491	13.20515	4	0.69903	416.90722	835.05155	Unknown			37000000	1	AD	Passing			
MoOR1S	26	MoOR1S_L461.avi	50201	13.95868	4	1.45256	284.90323	437.20183	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR1S	27	MoOR1S_L461.avi	59176	16.45423	5	0.68735	284.90323	916.51376	Chaetodontidae	Chaetodon	quadrimaculatus	10000019	1	AD	Passing			
MoOR1S	28	MoOR1S_L461.avi	62061	17.25642	5	1.48955	375.38462	589.20273	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR1S	29	MoOR1S_L461.avi	67278	18.70704	6	0.05506	6.15385	537.53986	Labridae	Thalassoma	lutescens	37384168	1	AD	Passing			
MoOR2S	0	MoOR2S_L461.avi	45810	12.73774	2	0.15794	23.49002	523.93593	Balistidae	Sufflamen	bursa	37465078	1	AD	Passing			
MoOR2S	1	MoOR2S_L461.avi	51108	14.21088	2	1.63108	369.65873	720.41190	Chaetodontidae	Chaetodon	pelewensis	37365049	1	AD	Passing			
MoOR2S	2	MoOR2S_L461.avi	57946	16.11222	3	0.75103	408.69453	329.55429	Unknown		sp3		1	AD	Passing			
MoOR2S	3	MoOR2S_L461.avi	60884	16.92915	3	1.56796	535.87138	692.43429	Pomacanthidae	Centropyge	flavissima	37365026	1	AD	Passing			
MoOR2S	4	MoOR2S_L461.avi	65587	18.23685	4	0.10010	124.70740	781.30286	Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR2S	5	MoOR2S_L461.avi	67103	18.65838	4	0.52163	123.47267	591.22286	Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR2S	6	MoOR2S_L461.avi	68230	18.97175	4	0.83500	292.63023	1013.34857	Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
MoOR2S	7	MoOR2S_L461.avi	80702	22.43966	5	1.70476	262.99678	919.54286	Acanthuridae	Ctenochaetus	striatus	37437022	1	AD	Passing			
MoOR2S	8	MoOR2S_L461.avi	87473	24.32238	6	1.06746	1632.67823	718.76712	Acanthuridae	Ctenochaetus	binotatus	37437021	1	AD	Passing			
MoOR3N	0	MoOR3N_L461.avi	46834	13.02247	1	0.20771	1332.72031	892.44041	Unknown			37000000	1	AD	Passing			
MoOR3N	1	MoOR3N_L461.avi	48499	13.48543	1	0.67067	212.10728	1060.38593	Labridae	Stethojulis	bandanensis	37384154	1	AD	Passing			
MoOR3N	2	MoOR3N_L461.avi	50512	14.04516	1	1.23040	118.92720	747.78661	Cirrhitidae	Paracirrhites	arcatus	37374009	1	AD	Passing			
