FAMILY	GENUS	SPECIES	CAAB CODE			
Lethrinidae	Lethrinus	genivittatus	37351002			
Ophidiidae	Ophidion	genyopus	37228048			
Labridae	Anampses	geographicus	37384048			
Hydrophiidae	Hydrophis	geometricus	39125022			
Serranidae	Pseudanthias	georgei	37311093			
Rajidae	Amblyraja	georgiana	37031753			
Scorpididae	Scorpis	georgiana	37361015			
Holozoidae	Sycozoa	georgiana	35015040			
Arripidae	Arripis	georgianus	37344001			
Chironemidae	Chironemus	georgianus	37375003			
Carangidae	Pseudocaranx	georgianus	37337004			
Mugilidae	Paramugil	georgii	37381009			
Hemiramphidae	Rhynchorhamphus	georgii	37234019			
Nettastomatidae	Nettenchelys	gephyra	37065004			
Blenniidae	Omobranchus	germaini	37408061			
Berycidae	Centroberyx	gerrardi	37258004			
Leiognathidae	Nuchequula	gerreoides	37341016			
Pseudomugilidae	Pseudomugil	gertrudae	37245001			
Scaridae	Scarus	ghobban	37386001			
Gobiesocidae	Alabes	gibbosa	37206032			
Pyuridae	Pyura	gibbosa	35032028			
Clupeidae	Sardinella	gibbosa	37085013			
Cheilodactylidae	Cheilodactylus	gibbosus	37377010			
Exocoetidae	Exocoetus	gibbosus	37233012			
Haemulidae	Plectorhinchus	gibbosus	37350012			
Ostraciidae	Tetrosomus	gibbosus	37466006			
Syngnathidae	Festucalex	gibbsi	37282062			
Lutjanidae	Lutjanus	gibbus	37346028			
Bothidae	Psettina	gigantea	37460033			
Polycitoridae	Polycitor	giganteus	35018041			
Sternoptychidae	Argyropelecus	gigas	37107005			
Bathysauroididae	Bathysauroides	gigas	37120007			
Trachichthyidae	Hoplostethus	gigas	37255005			
Ogcocephalidae	Malthopsis	gigas	37212040			
Pangasiidae	Pangasianodon	gigas	37177754			
Urolophidae	Urolophus	gigas	37038003			
Terapontidae	Pingalla	gilberti	37321023			
Apogonidae	Zoramia	gilberti	37327143			
Polycitoridae	Eudistoma	gilboviride	35018015			
Moridae	Tripterophycis	gilchristi	37224004			
Hemiramphidae	Zenarchopterus	gilli	37234021			
Lipogenyidae	Lipogenys	gillii	37082001			
Pallenopsidae	Pallenopsis	gippslandiae	33020012			
Gobiidae	Glossogobius	giuris	37428151			
Tetraodontidae	Tetractenos	glaber	37467003			
Ascidiidae	Ascidia	glabra	35002007			
Polyclinidae	Polyclinum	glabrum	35019054			
Austrodecidae	Austrodecus	glaciale	33019003			
Ammotheidae	Ammothea	glacialis	33012015			
Bathydraconidae	Racovitzia	glacialis	37406759			
Agneziidae	Agnezia	glaciata	35001004			
Kyphosidae	Kyphosus	gladius	37361025			
Xiphiidae	Xiphias	gladius	37442001			
Phoxichilidiidae	Anoplodactylus	glandulifer	33015008			
Siluridae	Silurus	glanis	37175752			
Artedidraconidae	Artedidraco	glareobarbatus	37405750			
Pomacentridae	Chrysiptera	glauca	37372062			
Carcharhinidae	Prionace	glauca	37018004			
Polycitoridae	Eudistoma	glaucum	35018016			
Didemnidae	Polysyncraton	glaucum	35013090			
Antennariidae	Allenichthys	glauerti	37210004			
Didemnidae	Atriolum	glauerti	35013237			
Leiognathidae	Nuchequula	glenysae	37341013			
Regalecidae	Regalecus	glesne	37272002			
Macrouridae	Cetonurus	globiceps	37232029			
Gobiidae	Drombus	globiceps	37428022			
Moridae	Guttigadus	globiceps	37224013			
Scaridae	Scarus	globiceps	37386018			
Polycitoridae	Eudistoma	globosum	35018017			
Moridae	Guttigadus	globosus	37224040			
Melanostomiidae	Melanostomias	globulifer	37109022			
Melamphaidae	Poromitra	glochidiata	37251008			
Monocentrididae	Cleidopus	gloriamaris	37259001			
Pleuronectidae	Plagiopsetta	glossa	37461026			
Gobiidae	Chlamydogobius	gloveri	37428302			
Atherinidae	Craterocephalus	gloveri	37246031			
Plotosidae	Neosilurus	gloveri	37192017			
Antennariidae	Rhycherus	gloveri	37210026			
Gobiidae	Tasmanogobius	gloveri	37428261			
Ophidiidae	Bassozetus	glutinosus	37228052			
Carcharhinidae	Glyphis	glyphis	37018041			
Gobiidae	Cryptocentroides	gobioides	37428093			
Eleotridae	Calumia	godeffroyi	37429015			
Ophichthidae	Scolecenchelys	godeffroyi	37068049			
Scorpaenidae	Pteroidichthys	godfreyi	37287063			
Gnathanacanthidae	Gnathanacanthus	goetzeei	37292002			
Gobiidae	Istigobius	goldmanni	37428175			
Labridae	Choerodon	gomoni	37384203			
Bythitidae	Dactylosurculus	gomoni	37228046			
Myxinidae	Eptatretus	gomoni	37004006			
Liparidae	Paraliparis	gomoni	37307022			
Triglidae	Pterygotrigla	gomoni	37288066			
Macrouridae	Ventrifossa	gomoni	37232094			
Lutjanidae	Paracaesio	gonzalesi	37346069			
Macrouridae	Coelorinchus	goobala	37232108			
Callionymidae	Pseudocalliurichthys	goodladi	37427006			
Callionymidae	Diplogrammus	goramensis	37427026			
Macrouridae	Coelorinchus	gormani	37232047			
Clupeidae	Herklotsichthys	gotoi	37085024			
Labridae	Achoerodus	gouldii	37384002			
Callipallenidae	Parapallene	gowlettae	33011043			
Pseudodistomidae	Pseudodistoma	gracile	35021006			
Muraenidae	Gymnothorax	gracilicauda	37060038			
Apogonidae	Pseudamiops	gracilicauda	37327110			
Lophiidae	Lophiodes	gracilimanus	37208008			
Callipallenidae	Austropallene	gracilipes	33011006			
Nymphonidae	Nymphon	gracilipes	33010011			
Gobiidae	Amoya	gracilis	37428020			
Bathyclupeidae	Bathyclupea	gracilis	37358001			
Bathysauropsidae	Bathysauropsis	gracilis	37120018			
Cephalodiscidae	Cephalodiscus	gracilis	36123002			
Carapidae	Encheliophis	gracilis	37229001			
Tripterygiidae	Enneapterygius	gracilis	37415039			
Gobiidae	Fusigobius	gracilis	37428338			
Scyliorhinidae	Galeus	gracilis	37015008			
Hydrophiidae	Hydrophis	gracilis	39125023			
Macrouridae	Hymenocephalus	gracilis	37232056			
Macroramphosidae	Macroramphosus	gracilis	37279007			
Melanonidae	Melanonus	gracilis	37224015			
Melanotaeniidae	Melanotaenia	gracilis	37245008			
Ophiclinidae	Ophiclinus	gracilis	37414002			
Gempylidae	Paradiplospinus	gracilis	37439005			
Gobiidae	Periophthalmus	gracilis	37428220			
Melanostomiidae	Photonectes	gracilis	37109033			
Plesiopidae	Plesiops	gracilis	37316020			
Callipallenidae	Pseudopallene	gracilis	33011050			
Apogonidae	Rhabdamia	gracilis	37327022			
Synodontidae	Saurida	gracilis	37118013			
Clupeidae	Spratelloides	gracilis	37085030			
Stomiidae	Stomias	gracilis	37112801			
Labridae	Suezichthys	gracilis	37384162			
Gobiidae	Taenioides	gracilis	37428379			
Nymphonidae	Nymphon	gracillimum	33010023			
Polycitoridae	Eudistoma	gracilum	35018018			
Ariidae	Neoarius	graeffei	37188005			
Macrouridae	Coryphaenoides	grahami	37232050			
Rajidae	Dipturus	grahami	37031029			
Congridae	Gnathophis	grahami	37067028			
Cetomimidae	Gyrinomimus	grahami	37132750			
Serranidae	Odontanthias	grahami	37311192			
Squalidae	Squalus	grahami	37020041			
Ipnopidae	Bathypterois	grallator	37123007			
Microdesmidae	Ptereleotris	grammica	37435016			
Blenniidae	Meiacanthus	grammistes	37408005			
Acanthuridae	Acanthurus	grammoptilus	37437002			
Pomacentridae	Pomacentrus	grammorhynchus	37372112			
Didemnidae	Didemnum	grande	35013006			
Syngnathidae	Hippocampus	grandiceps	37282126			
Eleotridae	Philypnodon	grandiceps	37429002			
Styelidae	Eusynstyela	grandis	35033013			
Pyuridae	Herdmania	grandis	35032046			
Triglidae	Lepidotrigla	grandis	37288033			
Ophidiidae	Spectrunculus	grandis	37228084			
Bothidae	Engyprosopon	grandisquama	37460012			
Platycephalidae	Onigocia	grandisquama	37296057			
Monacanthidae	Cantheschenia	grandisquamis	37465052			
Synodontidae	Saurida	grandisquamis	37118016			
Scorpaenidae	Scorpaena	grandisquamis	37287067			
Pseudodistomidae	Sigillina	grandissima	35021014			
Didemnidae	Trididemnum	grandistellatum	35013276			
Didemnidae	Leptoclinides	grandistellus	35013220			
Callionymidae	Foetorepus	grandoculis	37427043			
Lethrinidae	Gymnocranius	grandoculis	37351005			
Lethrinidae	Monotaxis	grandoculis	37351026			
Plurellidae	Microgastra	granosa	35005001			
Dasyatidae	Himantura	granulata	37035019			
Didemnidae	Didemnum	granulatum	35013135			
Monacanthidae	Scobinichthys	granulatus	37465007			
Labridae	Choerodon	graphicus	37384075			
Didemnidae	Polysyncraton	gratum	35013287			
Syngnathidae	Halicampus	grayi	37282030			
Gobiidae	Nesogobius	greeni	37428196			
Terapontidae	Hannia	greenwayi	37321011			
Notograptidae	Notograptus	gregoryi	37412002			
Bathylagidae	Bathylagichthys	greyae	37098004			
Hydrophiidae	Ephalophis	greyi	39125014			
Gonorynchidae	Gonorynchus	greyi	37141001			
Gobiidae	Discordipinna	griessingeri	37428111			
Squalidae	Squalus	griffini	37020054			
Opisthoproctidae	Opisthoproctus	grimaldii	37099001			
Lethrinidae	Gymnocranius	griseus	37351003			
Hexanchidae	Hexanchus	griseus	37005005			
Acropomatidae	Malakichthys	griseus	37311187			
Polyclinidae	Aplidium	grisiatum	35019025			
Nomeidae	Nomeus	gronovii	37446009			
Callionymidae	Calliurichthys	grossi	37427007			
Pycnogonidae	Pycnogonum	grumus	33017012			
Scorpaenidae	Scorpaenodes	guamensis	37287074			
Rajidae	Dipturus	gudgeri	37031010			
Ipnopidae	Bathypterois	guentheri	37123005			
Chaetodontidae	Chaetodon	guentheri	37365039			
Champsodontidae	Champsodon	guentheri	37401005			
Labridae	Pseudolabrus	guentheri	37384150			
Alepocephalidae	Rouleina	guentheri	37114024			
Scopelarchidae	Scopelarchus	guentheri	37131005			
Setarchidae	Setarches	guentheri	37287047			
Syngnathidae	Solegnathus	guentheri	37282003			
Sagittidae	Aidanosagitta	guileri	36027008			
Kurtidae	Kurtus	gulliveri	37436001			
Ambassidae	Parambassis	gulliveri	37310017			
Channichthyidae	Champsocephalus	gunnari	37407791			
Monacanthidae	Eubalichthys	gunnii	37465034			
Pleuronectidae	Colistium	guntheri	37461790			
Pinguipedidae	Ryukyupercis	gushikeni	37390008			
Gobiidae	Amblyeleotris	guttata	37428036			
Styelidae	Chorizocarpa	guttata	35033010			
Chaetodontidae	Chaetodon	guttatissimus	37365091			
Didemnidae	Didemnum	guttatum	35013136			
Acanthuridae	Acanthurus	guttatus	37437009			
Lampridae	Lampris	guttatus	37268001			
Notograptidae	Notograptus	guttatus	37412001			
Blenniidae	Salarias	guttatus	37408078			
Apogonidae	Siphamia	guttulata	37327116			
Congridae	Bathycongrus	guttulatus	37067022			
Synbranchidae	Ophisternon	gutturale	37285004			
Tripterygiidae	Helcogramma	gymnauchen	37415033			
Gobiidae	Gnatholepis	gymnocara	37428343			
Gobiidae	Amblyeleotris	gymnocephala	37428037			
Labridae	Notolabrus	gymnogenis	37384041			
Macrouridae	Kumba	gymnorhynchus	37232127			
Carangidae	Carangoides	gymnostethus	37337022			
Ophichthidae	Scolecenchelys	gymnota	37068020			
Tripterygiidae	Forsterygion	gymnotum	37415002			
Ostraciidae	Caprichthys	gymnura	37466014			
Eleotridae	Bunaka	gyrinoides	37429013			
Soleidae	Aseraggodes	haackeanus	37462020			
Pinguipedidae	Parapercis	haackei	37390004			
Callipallenidae	Parapallene	haddoni	33011020			
Rhinochimaeridae	Harriotta	haeckeli	37044003			
Syngnathidae	Corythoichthys	haematopterus	37282048			
Ariidae	Amissidens	hainesi	37188004			
Gobiidae	Drombus	halei	37428112			
Orectolobidae	Orectolobus	halei	37013020			
Solenostomidae	Solenostomus	halimeda	37281003			
Tetraodontidae	Reicheltia	halsteadi	37467050			
Channichthyidae	Cryodraco	hamatus	37407796			
Notosudidae	Scopelosaurus	hamiltoni	37125004			
Tetraodontidae	Tetractenos	hamiltoni	37467054			
Engraulidae	Thryssa	hamiltonii	37086005			
Myliobatidae	Myliobatis	hamlyni	37039004			
Priacanthidae	Priacanthus	hamrur	37326005			
Microdesmidae	Ptereleotris	hanae	37435017			
Myctophidae	Hygophum	hanseni	37122045			
Nototheniidae	Trematomus	hansoni	37404754			
Tripterygiidae	Lepidoblennius	haplodactylus	37415020			
Fritillariidae	Fritillaria	haplostoma	35201004			
Lethrinidae	Lethrinus	harak	37351017			
Diodontidae	Cyclichthys	hardenbergi	37469008			
Labridae	Thalassoma	hardwicke	37384165			
Hydrophiidae	Lapemis	hardwickii	39125031			
Clupeidae	Clupea	harengus	37085790			
Callipallenidae	Pseudopallene	harrisi	33011052			
Platycephalidae	Inegocia	harrisii	37296010			
Centrophoridae	Centrophorus	harrissoni	37020010			
Styelidae	Polycarpa	hartmeyeri	35033074			
Soleidae	Heteromycteris	hartzfeldi	37462042			
Labridae	Halichoeres	hartzfeldii	37384191			
Apogonidae	Ostorhinchus	hartzfeldii	37327149			
Gobiidae	Callogobius	hasseltii	37428088			
Congridae	Heteroconger	hassi	37067017			
Sparidae	Sparidentex	hasta	37353017			
Pyuridae	Bathypera	hastaefera	35032058			
Phoxichilidiidae	Anoplodactylus	haswelli	33015009			
Creediidae	Creedia	haswelli	37395001			
Hoplichthyidae	Hoplichthys	haswelli	37297001			
Ammotheidae	Tanystylum	haswelli	33012043			
Elopidae	Elops	hawaiensis	37053001			
Gobiidae	Echinogobius	hayashii	37428332			
Apogonidae	Pseudamia	hayashii	37327108			
Rajidae	Dipturus	healdi	37031011			
Carangidae	Caranx	heberi	37337080			
Glaucosomatidae	Glaucosoma	hebraicum	37320004			
Myctophidae	Lampanyctodes	hectoris	37122002			
Malacanthidae	Branchiostegus	hedlandensis	37331003			
Carangidae	Carangoides	hedlandensis	37337042			
Ptychoderidae	Glossobalanus	hedleyi	36117003			
Soleidae	Pardachirus	hedleyi	37462029			
Caristiidae	Neocaristius	heemstrai	37343001			
Tripterygiidae	Ceratobregma	helenae	37415009			
Atherinidae	Craterocephalus	helenae	37246021			
Pyuridae	Microcosmus	helleri	35032012			
Sphyraenidae	Sphyraena	helleri	37382011			
Poeciliidae	Xiphophorus	hellerii	37244005			
Gobiidae	Valenciennea	helsdingenii	37428280			
Pomacentridae	Chrysiptera	hemicyanea	37372063			
Sternoptychidae	Argyropelecus	hemigymnus	37107006			
Tripterygiidae	Enneapterygius	hemimelas	37415030			
Triglidae	Pterygotrigla	hemisticta	37288055			
Cirrhitidae	Paracirrhites	hemistictus	37374011			
Syngnathidae	Hippocampus	hendriki	37282125			
Serranidae	Epinephelus	heniochus	37311019			
Ophichthidae	Brachysomophis	henshawi	37068044			
Acanthuridae	Paracanthurus	hepatus	37437033			
Blenniidae	Parenchelyurus	hepburni	37408069			
Atherinidae	Atherinason	hepsetoides	37246004			
Mullidae	Parupeneus	heptacanthus	37355004			
Clinidae	Heteroclinus	heptaeolus	37416010			
Syngnathidae	Hippichthys	heptagonus	37282073			
Pomacanthidae	Centropyge	heraldi	37365027			
Didemnidae	Didemnum	herba	35013137			
Pyuridae	Culeolus	herdmani	35032044			
Gobiidae	Eviota	herrei	37428121			
Myctophidae	Metelectrona	herwigi	37122107			
Notosudidae	Scopelosaurus	herwigi	37125007			
Mugilidae	Crenimugil	heterocheilos	37381024			
Cynoglossidae	Cynoglossus	heterolepis	37463016			
Scombrolabracidae	Scombrolabrax	heterolepis	37439015			
Engraulidae	Encrasicholina	heteroloba	37086015			
Labridae	Pseudocoris	heteroptera	37384197			
Microdesmidae	Ptereleotris	heteroptera	37435018			
Soleidae	Soleichthys	heterorhinos	37462015			
Gobiidae	Gobiodon	heterospilos	37428159			
Pteroidae	Parapterois	heterura	37287138			
Exocoetidae	Cheilopogon	heterurus	37233006			
Acanthuridae	Naso	hexacanthus	37437028			
Salpidae	Metcalfina	hexagona	35103010			
Holocentridae	Myripristis	hexagona	37261010			
Serranidae	Epinephelus	hexagonatus	37311064			
Sagittidae	Flaccisagitta	hexaptera	36027011			
Labridae	Pseudocheilinus	hexataenia	37384143			
Exocoetidae	Cypselurus	hexazona	37233025			
Nemipteridae	Nemipterus	hexodon	37347014			
Belonidae	Ablennes	hians	37235001			
Tetraodontidae	Torquigener	hicksi	37467026			
Nomeidae	Psenes	hillii	37446016			
Terapontidae	Scortum	hillii	37321026			
Gobiidae	Nesogobius	hinsbyi	37428006			
Myctophidae	Gymnoscopelus	hintonoides	37122105			
Didemnidae	Didemnum	hiopaa	35013138			
Monacanthidae	Meuschenia	hippocrepis	37465004			
Pleuronectidae	Reinhardtius	hippoglossoides	37461793			
Carangidae	Seriola	hippos	37337007			
Coryphaenidae	Coryphaena	hippurus	37338001			
Congridae	Bassanago	hirsutus	37067013			
Brachionichthyidae	Brachionichthys	hirsutus	37209002			
Ammotheidae	Cilunculus	hirsutus	33012034			
Scorpaenidae	Scorpaenodes	hirsutus	37287075			
Arhynchobatidae	Notoraja	hirticauda	37031015			
Scyliorhinidae	Cephaloscyllium	hiscosellum	37015007			
Antennariidae	Antennarius	hispidus	37210008			
Tetraodontidae	Arothron	hispidus	37467033			
Gobiidae	Scartelaos	histophorus	37428247			
Gobiidae	Gobiodon	histrio	37428160			
Antennariidae	Histrio	histrio	37210025			
Opistognathidae	Stalix	histrio	37388010			
Syngnathidae	Hippocampus	histrix	37282134			
Alepocephalidae	Asquamiceps	hjorti	37114004			
Macrouridae	Coelorinchus	hoangi	37232126			
Liparidae	Paraliparis	hobarti	37307023			
Cephalodiscidae	Cephalodiscus	hodgsoni	36123003			
Pallenopsidae	Pallenopsis	hodgsoni	33020002			
Notosudidae	Scopelosaurus	hoedti	37125005			
Pallenopsidae	Pallenopsis	hoeki	33020003			
Gobiesocidae	Alabes	hoesei	37206009			
Bythitidae	Dermatopsis	hoesei	37228097			
Gobiidae	Eviota	hoesei	37428388			
Gobiidae	Istigobius	hoesei	37428176			
Gobiidae	Silhouettea	hoesei	37428251			
Gobiidae	Trimma	hoesei	37428266			
Gobiidae	Hemigobius	hoevenii	37428171			
Apogonidae	Ostorhinchus	hoevenii	37327062			
Soleidae	Synclidopus	hogani	37462051			
Ceratiidae	Ceratias	holboelli	37220002			
Poeciliidae	Gambusia	holbrooki	37244001			
Diodontidae	Diodon	holocanthus	37469005			
Sciaenidae	Argyrosomus	hololepidotus	37354001			
Carapidae	Encheliophis	homei	37229002			
Chimaeridae	Hydrolagus	homonycteris	37042010			
Atherinidae	Craterocephalus	honoriae	37246022			
Ammotheidae	Tanystylum	hooperi	33012044			
Bythitidae	Saccogaster	horrida	37228120			
Synanceiidae	Synanceia	horrida	37287049			
Syngnathidae	Hypselognathus	horridus	37282082			
Labridae	Halichoeres	hortulanus	37384112			
Synodontidae	Synodus	hoshinonis	37118010			
Synodontidae	Synodus	houlti	37118024			
Chaetodontidae	Amphichaetodon	howensis	37365020			
Congridae	Ariosoma	howensis	37067038			
Syngnathidae	Cosmocampus	howensis	37282055			
Bothidae	Crossorhombus	howensis	37460058			
Tripterygiidae	Enneapterygius	howensis	37415040			
Pseudochromidae	Pseudoplesiops	howensis	37313020			
Serranidae	Epinephelus	howlandi	37311148			
Pseudochromidae	Pseudochromis	howsoni	37313030			
Merlucciidae	Merluccius	hubbsi	37227792			
Serranidae	Pseudanthias	huchtii	37311117			
Myctophidae	Diaphus	hudsoni	37122061			
Gobiidae	Fusigobius	humeralis	37428339			
Terapontidae	Pelsartia	humeralis	37321021			
Centrolophidae	Psenopsis	humerosa	37445007			
Carangidae	Carangoides	humerosus	37337031			
Macroramphosidae	Centriscops	humerosus	37279001			
Styelidae	Asterocarpa	humilis	35033044			
Channichthyidae	Dacodraco	hunteri	37407798			
Bothidae	Engyprosopon	hureaui	37460067			
Blenniidae	Cirripectes	hutchinsi	37408014			
Platycephalidae	Cociella	hutchinsi	37296018			
Bythitidae	Dipulus	hutchinsi	37228095			
Moridae	Eeyorius	hutchinsi	37224019			
Eleotridae	Kimberleyeleotris	hutchinsi	37429030			
Antennariidae	Lophiocharon	hutchinsi	37210028			
Ophiclinidae	Ophiclinops	hutchinsi	37414007			
Orectolobidae	Orectolobus	hutchinsi	37013016			
Pentacerotidae	Parazanclistius	hutchinsi	37367010			
Gobiesocidae	Posidonichthys	hutchinsi	37206019			
Perophoridae	Perophora	hutchisoni	35004010			
Centrolophidae	Schedophilus	huttoni	37445003			
Oikopleuridae	Megalocercus	huxleyi	35203003			
Pleuronectidae	Samariscus	huysmani	37461015			
Polyclinidae	Aplidium	hyacinthum	35019095			
Paralepididae	Sudis	hyalina	37126012			
Apogonidae	Apogon	hyalosoma	37327039			
Blenniidae	Parenchelyurus	hyena	37408070			
Myctophidae	Hygophum	hygomii	37122004			
Monacanthidae	Thamnaconus	hypargyreus	37465012			
Rajidae	Amblyraja	hyperborea	37031041			
Pangasiidae	Pangasianodon	hypophthalmus	37177755			
Tetraodontidae	Torquigener	hypselogeneion	37467058			
Veliferidae	Velifer	hypselopterus	37269002			
Serranidae	Pseudanthias	hypselosoma	37311094			
Pomacentridae	Chromis	hypsilepis	37372002			
Plotosidae	Neosilurus	hyrtlii	37192011			
Diodontidae	Diodon	hystrix	37469015			
Triakidae	Hypogaleus	hyugaensis	37017006			
Polycitoridae	Exostoma	ianthinum	35018034			
Serranidae	Cephalopholis	igarashiensis	37311193			
Carangidae	Caranx	ignobilis	37337027			
Bothidae	Psettina	iijimae	37460017			
Astronesthidae	Astronesthes	ijimai	37108015			
Percichthyidae	Maccullochella	ikei	37311181			
Gobiidae	Glossogobius	illimis	37428029			
Astronesthidae	Astronesthes	illuminatus	37108801			
Bramidae	Eumegistus	illustris	37342005			
Phosichthyidae	Polymetme	illustris	37106027			
Bythitidae	Dinematichthys	iluocoeteoides	37228109			
Ophidiidae	Sirembo	imberbis	37228005			
Urolophidae	Trygonoptera	imitata	37038014			
Pomacentridae	Pomacentrus	imitator	37372113			
Artedidraconidae	Pogonophryne	immaculata	37405760			
Gobiidae	Valenciennea	immaculata	37428281			
Tetraodontidae	Arothron	immaculatus	37467034			
Lampridae	Lampris	immaculatus	37268002			
Pomacentridae	Mecaenichthys	immaculatus	37372083			
Pseudochromidae	Pseudoplesiops	immaculatus	37313031			
Nymphonidae	Nymphon	immane	33010012			
Pomacentridae	Plectroglyphidodon	imparipennis	37372099			
Liparidae	Paraliparis	impariporus	37307024			
Pomacanthidae	Pomacanthus	imperator	37365014			
Perophoridae	Ecteinascidia	imperfecta	35004003			
Didemnidae	Leptoclinides	imperfectus	35013026			
Luvaridae	Luvarus	imperialis	37443001			
Polyclinidae	Synoicum	implicatum	35019102			
Myctophidae	Diaphus	impostor	37122082			
Didemnidae	Didemnum	incanum	35013139			
Scyliorhinidae	Bythaelurus	incanus	37015035			
Molgulidae	Molgula	incidata	35031008			
Belonidae	Strongylura	incisa	37235007			
Tripterygiidae	Trinorfolkia	incisa	37415024			
Neosebastidae	Neosebastes	incisipinnis	37287019			
Pseudomugilidae	Pseudomugil	inconspicuus	37245018			
Polyclinidae	Polyclinum	incrustatum	35019055			
Polyclinidae	Aplidium	incubatum	35019026			
Polycitoridae	Eudistoma	incubitum	35018019			
Carangidae	Alectis	indica	37337038			
Evermannellidae	Evermannella	indica	37130003			
Giganturidae	Gigantura	indica	37139002			
Linophrynidae	Linophryne	indica	37222003			
Istiophoridae	Makaira	indica	37444006			
Styelidae	Metandrocarpa	indica	35033016			
Ariommatidae	Ariomma	indicum	37447007			
Hexacrobylidae	Asajirus	indicus	35030001			
Astronesthidae	Astronesthes	indicus	37108017			
Melanostomiidae	Bathophilus	indicus	37109010			
Myctophidae	Bolinichthys	indicus	37122074			
Mullidae	Parupeneus	indicus	37355005			
Platycephalidae	Platycephalus	indicus	37296033			
Engraulidae	Stolephorus	indicus	37086006			
Synodontidae	Synodus	indicus	37118009			
Paralepididae	Lestidiops	indopacifica	37126006			
Astronesthidae	Astronesthes	indopacificus	37108004			
Ostraciidae	Anoplocapros	inermis	37466002			
Labridae	Cheilio	inermis	37384070			
Tetraodontidae	Lagocephalus	inermis	37467008			
Nemipteridae	Parascolopsis	inermis	37347041			
Gobiidae	Cryptocentrus	inexplicatus	37428100			
Nemichthyidae	Avocettina	infans	37076003			
Scopelarchidae	Benthalbella	infans	37131001			
Liparidae	Paraliparis	infeliciter	37307025			
Callipallenidae	Pseudopallene	inflata	33011041			
Macrouridae	Macrouroides	inflaticeps	37232063			
Pseudodistomidae	Pseudodistoma	inflatum	35021007			
Liparidae	Careproctus	inflexidens	37307752			
Polyclinidae	Aplidium	inflorescens	35019027			
Lophiidae	Lophiodes	infrabrunneus	37208002			
Gobiidae	Fusigobius	inframaculatus	37428340			
Gobiidae	Eviota	infulata	37428122			
Didemnidae	Polysyncraton	infundibulum	35013091			
Bathydraconidae	Vomeridens	infuscipinnis	37406760			
Sillaginidae	Sillago	ingenuua	37330009			
Derichthyidae	Nessorhamphus	ingolfianus	37073002			
Gobiidae	Priolepis	inhaca	37428238			
Rajidae	Dipturus	innominatus	37031047			
Macrouridae	Coelorinchus	innotabilis	37232014			
Platycephalidae	Leviprora	inops	37296005			
Melanotaeniidae	Melanotaenia	inornata	37245013			
Hydrophiidae	Hydrophis	inornatus	39125024			
Opistognathidae	Opistognathus	inornatus	37388002			
Moridae	Lepidion	inosimae	37224018			
Labridae	Notolabrus	inscriptus	37384139			
Labridae	Epibulus	insidiator	37384104			
Ariidae	Hemiarius	insidiator	37188017			
Leiognathidae	Secutor	insidiator	37341006			
Gobiidae	Cryptocentroides	insignis	37428094			
Gobiidae	Cryptocentrus	insignitus	37428101			
Gobiidae	Schismatogobius	insignum	37428248			
Gobiidae	Silhouettea	insinuans	37428252			
Creediidae	Schizochirus	insolens	37395006			
Microdesmidae	Pterocerdale	insolita	37435028			
Draconettidae	Centrodraco	insolitus	37427025			
Uranoscopidae	Ichthyscopus	insperatus	37400012			
Scorpaenidae	Scorpaenopsis	insperatus	37287121			
Plesiopidae	Plesiops	insularis	37316021			
Pomacentridae	Stegastes	insularis	37372150			
Polyclinidae	Synoicum	intercedens	35019077			
Ammotheidae	Achelia	intermedia	33012004			
Oikopleuridae	Oikopleura	intermedia	35203009			
Centrolophidae	Psenopsis	intermedia	37445018			
Bothidae	Asterorhombus	intermedius	37460046			
Apogonidae	Cheilodipterus	intermedius	37327138			
Exocoetidae	Cheilopogon	intermedius	37233020			
Trachichthyidae	Hoplostethus	intermedius	37255001			
Phosichthyidae	Ichthyococcus	intermedius	37106023			
Blenniidae	Parablennius	intermedius	37408067			
Ambassidae	Ambassis	interrupta	37310011			
Labridae	Stethojulis	interrupta	37384155			
Leiognathidae	Secutor	interruptus	37341021			
Muraenidae	Gymnothorax	intesi	37060076			
Cionidae	Ciona	intestinalis	35010001			
Syngnathidae	Corythoichthys	intestinalis	37282049			
Styelidae	Cnemidocarpa	intestinata	35033051			
Styelidae	Polycarpa	intonata	35033075			
Aploactinidae	Paraploactis	intonsa	37290010			
Myctophidae	Lampanyctus	intricarius	37122020			
Bathygadidae	Gadomus	introniger	37232120			
Aploactinidae	Matsubarichthys	inusitatus	37290013			
Gobiidae	Eviota	inutilis	37428123			
Didemnidae	Didemnum	inveteratum	35013140			
Pomacentridae	Chromis	iomelas	37372043			
Channichthyidae	Neopagetopsis	ionah	37407799			
Sternoptychidae	Argyripnus	iridescens	37107004			
Didemnidae	Atriolum	irregulare	35013286			
Pyuridae	Pyura	irregularis	35032029			
Nemipteridae	Nemipterus	isacanthus	37347019			
Arhynchobatidae	Bathyraja	ishiharai	37031016			
Gobiidae	Bryaninops	isis	37428077			
Pyuridae	Pyura	isobella	35032030			
Apogonidae	Fowleria	isostigma	37327170			
Apogonidae	Cheilodipterus	isostigmus	37327155			
Holocentridae	Sargocentron	ittodai	37261024			
Scorpaenidae	Scorpaena	izensis	37287068			
Labridae	Bodianus	izuensis	37384058			
Labridae	Iniistius	jacksonensis	37384012			
Polyclinidae	Aplidium	jacksoni	35019028			
