FAMILY	GENUS	SPECIES	CAAB CODE
Lutjanidae	Pristipomoides	argyrogrammicus	37346054
Lutjanidae	Pristipomoides	auricilla	37346059
Lutjanidae	Pristipomoides	filamentosus	37346032
Lutjanidae	Pristipomoides	flavipinnis	37346055
Lutjanidae	Pristipomoides	multidens	37346002
Lutjanidae	Pristipomoides	sieboldii	37346064
Lutjanidae	Pristipomoides	typus	37346019
Lutjanidae	Pristipomoides	zonatus	37346056
Lutjanidae	Randallichthys	filamentosus	37346073
Lutjanidae	Symphorichthys	spilurus	37346052
Lutjanidae	Symphorus	nematophorus	37346017
Luvaridae	Luvarus	imperialis	37443001
Macroramphosidae	Centriscops	humerosus	37279001
Macroramphosidae	Macroramphosus	gracilis	37279007
Macroramphosidae	Macroramphosus	scolopax	37279002
Macroramphosidae	Notopogon	lilliei	37279003
Macroramphosidae	Notopogon	xenosoma	37279005
Macrouridae	Asthenomacrurus	victoris	37232038
Macrouridae	Cetonurichthys	subinflatus	37232048
Macrouridae	Cetonurus	globiceps	37232029
Macrouridae	Coelorinchus	acanthiger	37232042
Macrouridae	Coelorinchus	acutirostris	37232010
Macrouridae	Coelorinchus	amydrozosterus	37232104
Macrouridae	Coelorinchus	anatirostris	37232121
Macrouridae	Coelorinchus	argentatus	37232021
Macrouridae	Coelorinchus	australis	37232001
Macrouridae	Coelorinchus	charius	37232105
Macrouridae	Coelorinchus	fasciatus	37232002
Macrouridae	Coelorinchus	gaesorhynchus	37232107
Macrouridae	Coelorinchus	goobala	37232108
Macrouridae	Coelorinchus	gormani	37232047
Macrouridae	Coelorinchus	hoangi	37232126
Macrouridae	Coelorinchus	innotabilis	37232014
Macrouridae	Coelorinchus	kaiyomaru	37232031
Macrouridae	Coelorinchus	kermadecus	37232040
Macrouridae	Coelorinchus	lasti	37232109
Macrouridae	Coelorinchus	macrorhynchus	37232110
Macrouridae	Coelorinchus	maculatus	37232044
Macrouridae	Coelorinchus	matamua	37232017
Macrouridae	Coelorinchus	maurofasciatus	37232045
Macrouridae	Coelorinchus	mayiae	37232111
Macrouridae	Coelorinchus	mirus	37232003
Macrouridae	Coelorinchus	mycterismus	37232112
Macrouridae	Coelorinchus	obscuratus	37232129
Macrouridae	Coelorinchus	osipullus	37232128
Macrouridae	Coelorinchus	parallelus	37232122
Macrouridae	Coelorinchus	pardus	37232113
Macrouridae	Coelorinchus	semaphoreus	37232117
Macrouridae	Coelorinchus	sereti	37232123
Macrouridae	Coelorinchus	shcherbachevi	37232124
Macrouridae	Coelorinchus	smithi	37232114
Macrouridae	Coelorinchus	spathulata	37232118
Macrouridae	Coelorinchus	supernasutus	37232116
Macrouridae	Coelorinchus	thurla	37232043
Macrouridae	Coelorinchus	trachycarus	37232080
Macrouridae	Coryphaenoides	armatus	37232750
Macrouridae	Coryphaenoides	dossenus	37232039
Macrouridae	Coryphaenoides	fernandezianus	37232125
Macrouridae	Coryphaenoides	ferrieri	37232751
Macrouridae	Coryphaenoides	filicauda	37232049
Macrouridae	Coryphaenoides	grahami	37232050
Macrouridae	Coryphaenoides	lecointei	37232752
Macrouridae	Coryphaenoides	mcmillani	37232051
Macrouridae	Coryphaenoides	murrayi	37232052
Macrouridae	Coryphaenoides	rudis	37232019
Macrouridae	Coryphaenoides	serrulatus	37232015
Macrouridae	Coryphaenoides	striaturus	37232053
Macrouridae	Coryphaenoides	subserrulatus	37232016
Macrouridae	Cynomacrurus	piriei	37232054
Macrouridae	Haplomacrourus	nudirostris	37232055
Macrouridae	Hymenocephalus	aeger	37232101
Macrouridae	Hymenocephalus	aterrimus	37232099
Macrouridae	Hymenocephalus	fuscus	37232130
Macrouridae	Hymenocephalus	grimaldii	37232133
Macrouridae	Hymenocephalus	iwamotoi	37232132
Macrouridae	Hymenocephalus	longibarbis	37232058
Macrouridae	Hymenocephalus	maculicaudus	37232131
Macrouridae	Hymenocephalus	megalops	37232100
Macrouridae	Hymenocephalus	nascens	37232082
Macrouridae	Hymenogadus	gracilis	37232056
Macrouridae	Idiolophorhynchus	andriashevi	37232037
Macrouridae	Kumba	gymnorhynchus	37232127
Macrouridae	Kuronezumia	bubonis	37232061
Macrouridae	Kuronezumia	leonis	37232062
Macrouridae	Kuronezumia	pallida	37232084
Macrouridae	Lepidorhynchus	denticulatus	37232004
Macrouridae	Lucigadus	microlepis	37232072
Macrouridae	Lucigadus	nigromaculatus	37232005
Macrouridae	Lucigadus	ori	37232085
Macrouridae	Macrouroides	inflaticeps	37232063
Macrouridae	Macrourus	carinatus	37232036
Macrouridae	Macrourus	whitsoni	37232753
Macrouridae	Malacocephalus	laevis	37232007
Macrouridae	Mataeocephalus	acipenserinus	37232086
Macrouridae	Mataeocephalus	kotlyari	37232087
Macrouridae	Mesobius	antipodum	37232035
Macrouridae	Mesobius	berryi	37232065
Macrouridae	Nezumia	coheni	37232102
Macrouridae	Nezumia	infranudis	37232134
Macrouridae	Nezumia	kapala	37232075
Macrouridae	Nezumia	leucoura	37232088
Macrouridae	Nezumia	merretti	37232089
Macrouridae	Nezumia	namatahi	37232066
Macrouridae	Nezumia	propinqua	37232067
Macrouridae	Nezumia	soela	37232027
Macrouridae	Nezumia	spinosa	37232068
Macrouridae	Nezumia	wularnia	37232090
Macrouridae	Odontomacrurus	murrayi	37232041
Macrouridae	Pseudonezumia	pusilla	37232091
Macrouridae	Sphagemacrurus	pumiliceps	37232069
Macrouridae	Sphagemacrurus	richardi	37232103
Macrouridae	Spicomacrurus	adelscotti	37232081
Macrouridae	Spicomacrurus	kuronumai	37232057
Macrouridae	Squalogadus	modificatus	37232070
Macrouridae	Trachonurus	gagates	37232076
Macrouridae	Trachonurus	sentipellis	37232092
Macrouridae	Trachonurus	villosus	37232071
Macrouridae	Trachonurus	yiwardaus	37232093
Macrouridae	Trachyrincus	longirostris	37232028
Macrouridae	Ventrifossa	gomoni	37232094
Macrouridae	Ventrifossa	johnboborum	37232073
Macrouridae	Ventrifossa	macropogon	37232095
Macrouridae	Ventrifossa	nigrodorsalis	37232074
Macrouridae	Ventrifossa	paxtoni	37232096
Macrouridae	Ventrifossa	sazonovi	37232097
Macruronidae	Macruronus	magellanicus	37227750
Macruronidae	Macruronus	novaezelandiae	37227001
Malacanthidae	Branchiostegus	australiensis	37331002
Malacanthidae	Branchiostegus	hedlandensis	37331003
Malacanthidae	Branchiostegus	paxtoni	37331004
Malacanthidae	Branchiostegus	sawakinensis	37331001
Malacanthidae	Branchiostegus	serratus	37331005
Malacanthidae	Branchiostegus	wardi	37331006
Malacanthidae	Hoplolatilus	cuniculus	37331007
Malacanthidae	Hoplolatilus	starcki	37331008
Malacanthidae	Malacanthus	brevirostris	37331009
Malacanthidae	Malacanthus	latovittatus	37331010
Malacosteidae	Malacosteus	australis	37110003
Malacosteidae	Malacosteus	niger	37110001
Mastacembelidae	Macrognathus	siamensis	37455750
Megachasmidae	Megachasma	pelagios	37009001
Megalopidae	Megalops	cyprinoides	37054001
Melamphaidae	Melamphaes	longivelis	37251002
Melamphaidae	Melamphaes	occlusus	37251012
Melamphaidae	Melamphaes	suborbitalis	37251003
Melamphaidae	Melamphaes	uniformis	37251011
Melamphaidae	Poromitra	atlantica	37251004
Melamphaidae	Poromitra	glochidiata	37251008
Melamphaidae	Poromitra	macrophthalma	37251009
Melamphaidae	Scopeloberyx	microlepis	37251001
Melamphaidae	Scopelogadus	beanii	37251005
Melamphaidae	Scopelogadus	mizolepis	37251006
Melamphaidae	Sio	nordenskjoldii	37251007
Melanocetidae	Melanocetus	johnsonii	37213001
Melanocetidae	Melanocetus	murrayi	37213002
Melanocetidae	Melanocetus	rossi	37213750
Melanonidae	Melanonus	gracilis	37224015
Melanonidae	Melanonus	zugmayeri	37224016
Melanostomiidae	Bathophilus	abarbatus	37109001
Melanostomiidae	Bathophilus	ater	37109009
Melanostomiidae	Bathophilus	indicus	37109010
Melanostomiidae	Bathophilus	longipinnis	37109003
Melanostomiidae	Bathophilus	nigerrimus	37109004
Melanostomiidae	Bathophilus	pawneei	37109005
Melanostomiidae	Echiostoma	barbatum	37109006
Melanostomiidae	Eustomias	achirus	37109011
Melanostomiidae	Eustomias	australensis	37109012
Melanostomiidae	Eustomias	bifilis	37109013
Melanostomiidae	Eustomias	bulbornatus	37109014
Melanostomiidae	Eustomias	cryptobulbus	37109040
Melanostomiidae	Eustomias	enbarbatus	37109007
Melanostomiidae	Eustomias	macronema	37109015
Melanostomiidae	Eustomias	macrurus	37109016
Melanostomiidae	Eustomias	multifilis	37109017
Melanostomiidae	Eustomias	parini	37109039
Melanostomiidae	Eustomias	satterleei	37109018
Melanostomiidae	Eustomias	schmidti	37109019
Melanostomiidae	Eustomias	trewavasae	37109008
Melanostomiidae	Eustomias	vitiazi	37109020
Melanostomiidae	Eustomias	vulgaris	37109038
Melanostomiidae	Flagellostomias	boureei	37109021
Melanostomiidae	Melanostomias	globulifer	37109022
Melanostomiidae	Melanostomias	niger	37109023
Melanostomiidae	Melanostomias	paucilaternatus	37109024
Melanostomiidae	Melanostomias	pauciradius	37109025
Melanostomiidae	Melanostomias	tentaculatus	37109026
Melanostomiidae	Melanostomias	valdiviae	37109027
Melanostomiidae	Opostomias	micripnus	37109028
Melanostomiidae	Pachystomias	microdon	37109029
Melanostomiidae	Photonectes	achirus	37109042
Melanostomiidae	Photonectes	albipennis	37109030
Melanostomiidae	Photonectes	braueri	37109031
Melanostomiidae	Photonectes	caerulescens	37109032
Melanostomiidae	Photonectes	gracilis	37109033
Melanostomiidae	Photonectes	mirabilis	37109034
Melanostomiidae	Photonectes	parvimanus	37109035
Melanostomiidae	Photonectes	waitii	37109041
Melanostomiidae	Thysanactis	dentex	37109036
Melanostomiidae	Trigonolampa	miriceps	37109037
Melanotaeniidae	Cairnsichthys	rhombosomoides	37245002
Melanotaeniidae	Iriatherina	werneri	37245003
Melanotaeniidae	Melanotaenia	australis	37245012
Melanotaeniidae	Melanotaenia	duboulayi	37245004
Melanotaeniidae	Melanotaenia	eachamensis	37245005
Melanotaeniidae	Melanotaenia	exquisita	37245006
Melanotaeniidae	Melanotaenia	fluviatilis	37245007
Melanotaeniidae	Melanotaenia	gracilis	37245008
Melanotaeniidae	Melanotaenia	inornata	37245013
Melanotaeniidae	Melanotaenia	maccullochi	37245009
Melanotaeniidae	Melanotaenia	nigrans	37245010
Melanotaeniidae	Melanotaenia	pygmaea	37245011
Melanotaeniidae	Melanotaenia	solata	37245024
Melanotaeniidae	Melanotaenia	splendida	37245014
Melanotaeniidae	Melanotaenia	tatei	37245015
Melanotaeniidae	Melanotaenia	trifasciata	37245016
Melanotaeniidae	Melanotaenia	utcheensis	37245025
Melanotaeniidae	Rhadinocentrus	ornatus	37245022
Menidae	Mene	maculata	37340001
Merlucciidae	Merluccius	australis	37227002
Merlucciidae	Merluccius	capensis	37227790
Merlucciidae	Merluccius	gayi	37227791
Merlucciidae	Merluccius	hubbsi	37227792
Merlucciidae	Merluccius	merluccius	37227793
Merlucciidae	Merluccius	paradoxus	37227794
Merlucciidae	Merluccius	productus	37227795
Microdesmidae	Aioliops	novaeguineaensis	37435025
Microdesmidae	Aioliops	tetrophthalmus	37435002
Microdesmidae	Gunnellichthys	copleyi	37435023
Microdesmidae	Gunnellichthys	curiosus	37435003
Microdesmidae	Gunnellichthys	monostigma	37435004
Microdesmidae	Gunnellichthys	pleurotaenia	37435005
Microdesmidae	Gunnellichthys	viridescens	37435006
Microdesmidae	Nemateleotris	decora	37435007
Microdesmidae	Nemateleotris	magnifica	37435008
Microdesmidae	Oxymetopon	typus	37435027
Microdesmidae	Paragunnellichthys	seychellensis	37435009
Microdesmidae	Parioglossus	formosus	37435010
Microdesmidae	Parioglossus	marginalis	37435011
Microdesmidae	Parioglossus	palustris	37435012
Microdesmidae	Parioglossus	philippinus	37435013
Microdesmidae	Parioglossus	rainfordi	37435014
Microdesmidae	Parioglossus	raoi	37435026
Microdesmidae	Ptereleotris	evides	37435015
Microdesmidae	Ptereleotris	grammica	37435016
Microdesmidae	Ptereleotris	hanae	37435017
Microdesmidae	Ptereleotris	heteroptera	37435018
Microdesmidae	Ptereleotris	microlepis	37435019
Microdesmidae	Ptereleotris	monoptera	37435020
Microdesmidae	Ptereleotris	uroditaenia	37435021
Microdesmidae	Ptereleotris	zebra	37435022
Microdesmidae	Pterocerdale	insolita	37435028
Microstomatidae	Microstoma	australis	37097002
Microstomatidae	Nansenia	ardesiaca	37097004
Mirapinnidae	Parataeniophorus	brevis	37137001
Mitsukurinidae	Mitsukurina	owstoni	37009002
Mobulidae	Manta	alfredi	37041005
Mobulidae	Manta	birostris	37041004
Mobulidae	Mobula	eregoodootenkee	37041001
Mobulidae	Mobula	japanica	37041002
Mobulidae	Mobula	thurstoni	37041003
Molidae	Masturus	lanceolatus	37470003
Molidae	Mola	mola	37470002
Molidae	Mola	ramsayi	37470001
Molidae	Ranzania	laevis	37470004
Monacanthidae	Acanthaluteres	brownii	37465001
Monacanthidae	Acanthaluteres	spilomelanurus	37465043
Monacanthidae	Acanthaluteres	vittiger	37465002
Monacanthidae	Acreichthys	radiatus	37465044
Monacanthidae	Acreichthys	tomentosus	37465042
Monacanthidae	Aluterus	monoceros	37465022
Monacanthidae	Aluterus	scriptus	37465045
Monacanthidae	Amanses	scopas	37465046
Monacanthidae	Anacanthus	barbatus	37465010
Monacanthidae	Brachaluteres	jacksonianus	37465025
Monacanthidae	Brachaluteres	taylori	37465049
Monacanthidae	Cantherhines	dumerilii	37465050
Monacanthidae	Cantherhines	fronticinctus	37465041
Monacanthidae	Cantherhines	longicaudus	37465090
Monacanthidae	Cantherhines	pardalis	37465051
Monacanthidae	Cantheschenia	grandisquamis	37465052
Monacanthidae	Cantheschenia	longipinnis	37465053
Monacanthidae	Chaetodermis	penicilligerus	37465013
Monacanthidae	Colurodontis	paxmani	37465054
Monacanthidae	Eubalichthys	bucephalus	37465039
Monacanthidae	Eubalichthys	caeruleoguttatus	37465018
Monacanthidae	Eubalichthys	cyanoura	37465055
Monacanthidae	Eubalichthys	gunnii	37465034
Monacanthidae	Eubalichthys	mosaicus	37465003
Monacanthidae	Eubalichthys	quadrispinis	37465032
Monacanthidae	Meuschenia	australis	37465008
Monacanthidae	Meuschenia	flavolineata	37465035
Monacanthidae	Meuschenia	freycineti	37465036
Monacanthidae	Meuschenia	galii	37465040
Monacanthidae	Meuschenia	hippocrepis	37465004
Monacanthidae	Meuschenia	scaber	37465005
Monacanthidae	Meuschenia	trachylepis	37465059
Monacanthidae	Meuschenia	venusta	37465060
Monacanthidae	Monacanthus	chinensis	37465009
Monacanthidae	Nelusetta	ayraud	37465006
Monacanthidae	Oxymonacanthus	longirostris	37465062
Monacanthidae	Paraluteres	prionurus	37465063
Monacanthidae	Paramonacanthus	choirocephalus	37465064
Monacanthidae	Paramonacanthus	filicauda	37465024
Monacanthidae	Paramonacanthus	lowei	37465085
Monacanthidae	Paramonacanthus	oblongus	37465017
Monacanthidae	Paramonacanthus	otisensis	37465065
Monacanthidae	Paramonacanthus	pusillus	37465030
Monacanthidae	Pervagor	alternans	37465066
Monacanthidae	Pervagor	aspricaudus	37465067
Monacanthidae	Pervagor	janthinosoma	37465068
Monacanthidae	Pervagor	melanocephalus	37465069
Monacanthidae	Pervagor	nigrolineatus	37465070
Monacanthidae	Pseudalutarius	nasicornis	37465083
Monacanthidae	Pseudomonacanthus	elongatus	37465029
Monacanthidae	Pseudomonacanthus	peroni	37465020
Monacanthidae	Rudarius	excelsus	37465075
Monacanthidae	Rudarius	minutus	37465076
Monacanthidae	Scobinichthys	granulatus	37465007
Monacanthidae	Thamnaconus	analis	37465084
Monacanthidae	Thamnaconus	degeni	37465037
Monacanthidae	Thamnaconus	hypargyreus	37465012
Monacanthidae	Thamnaconus	modestoides	37465038
Monacanthidae	Thamnaconus	striatus	37465019
Monacanthidae	Thamnaconus	tessellatus	37465026
Monocentrididae	Cleidopus	gloriamaris	37259001
Monocentrididae	Monocentris	japonica	37259002
Monodactylidae	Monodactylus	argenteus	37356002
Monodactylidae	Schuettea	scalaripinnis	37356001
Monodactylidae	Schuettea	woodwardi	37356003
Moridae	Antimora	rostrata	37224008
Moridae	Eeyorius	hutchinsi	37224019
Moridae	Gadella	jordani	37224020
Moridae	Gadella	macrura	37224028
Moridae	Guttigadus	globiceps	37224013
Moridae	Guttigadus	globosus	37224040
Moridae	Guttigadus	kongi	37224041
Moridae	Halargyreus	johnsonii	37224009
Moridae	Laemonema	robustum	37224045
Moridae	Lepidion	inosimae	37224018
Moridae	Lepidion	microcephalus	37224010
Moridae	Lepidion	schmidti	37224017
Moridae	Lotella	phycis	37224023
Moridae	Lotella	rhacina	37224005
Moridae	Mora	moro	37224002
Moridae	Notophycis	marginata	37224007
Moridae	Physiculus	longifilis	37224024
Moridae	Physiculus	luminosa	37224012
Moridae	Physiculus	nigrescens	37224025
Moridae	Physiculus	roseus	37224026
Moridae	Physiculus	therosideros	37224021
Moridae	Pseudophycis	bachus	37224006
Moridae	Pseudophycis	barbata	37224003
Moridae	Pseudophycis	breviuscula	37224011
Moridae	Tripterophycis	gilchristi	37224004
Moridae	Tripterophycis	svetovidovi	37224029
Moringuidae	Moringua	abbreviata	37057005
Moringuidae	Moringua	ferruginea	37057001
Moringuidae	Moringua	javanica	37057002
Moringuidae	Moringua	microchir	37057003
Moringuidae	Neoconger	tuberculatus	37057004
Moronidae	Lateolabrax	japonicus	37311169
Mugilidae	Aldrichetta	forsteri	37381001
Mugilidae	Crenimugil	crenilabis	37381012
Mugilidae	Crenimugil	heterocheilos	37381024
Mugilidae	Liza	alata	37381014
Mugilidae	Liza	argentea	37381004
Mugilidae	Liza	macrolepis	37381019
Mugilidae	Liza	melinoptera	37381020
Mugilidae	Liza	subviridis	37381007
Mugilidae	Liza	tade	37381026
Mugilidae	Liza	vaigiensis	37381008
Mugilidae	Mugil	broussonnetii	37381018
Mugilidae	Mugil	cephalus	37381002
Mugilidae	Myxus	elongatus	37381003
Mugilidae	Oedalechilus	labiosus	37381013
Mugilidae	Paramugil	georgii	37381009
Mugilidae	Paramugil	parmatus	37381015
Mugilidae	Rhinomugil	nasutus	37381016
Mugilidae	Trachystoma	petardi	37381011
Mugilidae	Valamugil	buchanani	37381010
Mugilidae	Valamugil	cunnesius	37381006
Mugilidae	Valamugil	engeli	37381022
Mugilidae	Valamugil	perusii	37381023
Mugilidae	Valamugil	seheli	37381017
Mugilidae	Valamugil	speigleri	37381025
Mullidae	Mulloidichthys	flavolineatus	37355019
Mullidae	Mulloidichthys	vanicolensis	37355020
Mullidae	Parupeneus	barberinoides	37355021
Mullidae	Parupeneus	barberinus	37355022
Mullidae	Parupeneus	chrysopleuron	37355016
Mullidae	Parupeneus	ciliatus	37355024
Mullidae	Parupeneus	crassilabris	37355023
Mullidae	Parupeneus	cyclostomus	37355025
Mullidae	Parupeneus	heptacanthus	37355004
Mullidae	Parupeneus	indicus	37355005
Mullidae	Parupeneus	macronemus	37355035
Mullidae	Parupeneus	multifasciatus	37355026
Mullidae	Parupeneus	pleurostigma	37355027
Mullidae	Parupeneus	spilurus	37355015
Mullidae	Parupeneus	trifasciatus	37355036
Mullidae	Upeneichthys	lineatus	37355001
Mullidae	Upeneichthys	stotti	37355030
Mullidae	Upeneichthys	vlamingii	37355029
Mullidae	Upeneus	asymmetricus	37355010
Mullidae	Upeneus	australiae	37355032
Mullidae	Upeneus	filifer	37355033
Mullidae	Upeneus	francisi	37355037
Mullidae	Upeneus	guttatus	37355008
Mullidae	Upeneus	luzonius	37355009
Mullidae	Upeneus	margarethae	37355038
Mullidae	Upeneus	moluccensis	37355003
Mullidae	Upeneus	stenopsis	37355034
Mullidae	Upeneus	sulphureus	37355007
Mullidae	Upeneus	sundaicus	37355013
Mullidae	Upeneus	taeniopterus	37355039
Mullidae	Upeneus	torres	37355002
Mullidae	Upeneus	tragula	37355014
Mullidae	Upeneus	vittatus	37355031
Muraenesocidae	Muraenesox	bagio	37063003
Muraenesocidae	Muraenesox	cinereus	37063002
Muraenesocidae	Oxyconger	leptognathus	37063001
Muraenidae	Anarchias	allardicei	37060017
Muraenidae	Anarchias	cantonensis	37060018
Muraenidae	Anarchias	leucurus	37060019
Muraenidae	Anarchias	seychellensis	37060022
Muraenidae	Channomuraena	vittata	37060081
Muraenidae	Echidna	nebulosa	37060023
Muraenidae	Echidna	polyzona	37060024
Muraenidae	Echidna	unicolor	37060025
Muraenidae	Enchelycore	bayeri	37060026
Muraenidae	Enchelycore	pardalis	37060083
Muraenidae	Enchelycore	ramosa	37060027
Muraenidae	Enchelycore	schismatorhynchus	37060082
Muraenidae	Enchelynassa	canina	37060028
Muraenidae	Gymnomuraena	zebra	37060029
Muraenidae	Gymnothorax	annasona	37060064
Muraenidae	Gymnothorax	atolli	37060030
Muraenidae	Gymnothorax	austrinus	37060074
Muraenidae	Gymnothorax	breedeni	37060088
Muraenidae	Gymnothorax	buroensis	37060032
Muraenidae	Gymnothorax	castlei	37060070
Muraenidae	Gymnothorax	cephalospilus	37060009
Muraenidae	Gymnothorax	chilospilus	37060033
Muraenidae	Gymnothorax	cribroris	37060002
Muraenidae	Gymnothorax	enigmaticus	37060075
Muraenidae	Gymnothorax	eurostus	37060034
Muraenidae	Gymnothorax	favagineus	37060016
Muraenidae	Gymnothorax	fimbriatus	37060035
Muraenidae	Gymnothorax	flavimarginatus	37060036
Muraenidae	Gymnothorax	fuscomaculatus	37060037
Muraenidae	Gymnothorax	gracilicauda	37060038
Muraenidae	Gymnothorax	intesi	37060076
Muraenidae	Gymnothorax	javanicus	37060039
Muraenidae	Gymnothorax	kidako	37060040
Muraenidae	Gymnothorax	longinquus	37060004
Muraenidae	Gymnothorax	margaritophorus	37060042
Muraenidae	Gymnothorax	mccoskeri	37060008
Muraenidae	Gymnothorax	melatremus	37060044
Muraenidae	Gymnothorax	meleagris	37060045
Muraenidae	Gymnothorax	microstictus	37060078
Muraenidae	Gymnothorax	minor	37060003
Muraenidae	Gymnothorax	monochrous	37060046
Muraenidae	Gymnothorax	monostigma	37060084
Muraenidae	Gymnothorax	nubilus	37060065
Muraenidae	Gymnothorax	nudivomer	37060047
Muraenidae	Gymnothorax	obesus	37060063
Muraenidae	Gymnothorax	pictus	37060015
Muraenidae	Gymnothorax	pindae	37060048
Muraenidae	Gymnothorax	polyuranodon	37060067
Muraenidae	Gymnothorax	porphyreus	37060066
Muraenidae	Gymnothorax	prasinus	37060006
Muraenidae	Gymnothorax	prionodon	37060049
Muraenidae	Gymnothorax	pseudoherrei	37060071
Muraenidae	Gymnothorax	pseudothyrsoideus	37060005
Muraenidae	Gymnothorax	robinsi	37060079
Muraenidae	Gymnothorax	rueppellii	37060051
Muraenidae	Gymnothorax	thrysoideus	37060010
Muraenidae	Gymnothorax	undulatus	37060053
Muraenidae	Gymnothorax	woodwardi	37060054
Muraenidae	Gymnothorax	zonipectis	37060056
Muraenidae	Rhinomuraena	quaesita	37060058
Muraenidae	Strophidon	sathete	37060060
Muraenidae	Uropterygius	concolor	37060061
Muraenidae	Uropterygius	fuscoguttatus	37060077
Muraenidae	Uropterygius	kamar	37060068
Muraenidae	Uropterygius	macrocephalus	37060087
Muraenidae	Uropterygius	marmoratus	37060014
Muraenidae	Uropterygius	micropterus	37060062
Muraenidae	Uropterygius	nagoensis	37060012
Muraenidae	Uropterygius	supraforatus	37060085
Muraenidae	Uropterygius	xanthopterus	37060086
Muraenolepididae	Muraenolepis	marmorata	37223750
Muraenolepididae	Muraenolepis	orangiensis	37223752
Myctophidae	Benthosema	fibulatum	37122078
Myctophidae	Benthosema	pterotum	37122079
Myctophidae	Benthosema	suborbitale	37122024
Myctophidae	Bolinichthys	distofax	37122108
Myctophidae	Bolinichthys	indicus	37122074
Myctophidae	Bolinichthys	longipes	37122025
Myctophidae	Bolinichthys	nikolayi	37122026
Myctophidae	Bolinichthys	photothorax	37122027
Myctophidae	Bolinichthys	pyrsobolus	37122080
Myctophidae	Bolinichthys	supralateralis	37122028
Myctophidae	Centrobranchus	andreae	37122081
Myctophidae	Centrobranchus	nigroocellatus	37122029
Myctophidae	Ceratoscopelus	warmingii	37122021
Myctophidae	Diaphus	anderseni	37122030
Myctophidae	Diaphus	bertelseni	37122031
Myctophidae	Diaphus	brachycephalus	37122032
Myctophidae	Diaphus	chrysorhynchus	37122083
Myctophidae	Diaphus	coeruleus	37122006
Myctophidae	Diaphus	danae	37122001
Myctophidae	Diaphus	diadematus	37122072
Myctophidae	Diaphus	drachmanni	37122015
Myctophidae	Diaphus	effulgens	37122033
Myctophidae	Diaphus	fragilis	37122034
Myctophidae	Diaphus	garmani	37122084
Myctophidae	Diaphus	hudsoni	37122061
Myctophidae	Diaphus	impostor	37122082
Myctophidae	Diaphus	jenseni	37122085
Myctophidae	Diaphus	kapalae	37122073
Myctophidae	Diaphus	lucidus	37122086
Myctophidae	Diaphus	luetkeni	37122035
Myctophidae	Diaphus	malayanus	37122087
Myctophidae	Diaphus	meadi	37122036
Myctophidae	Diaphus	metopoclampus	37122037
Myctophidae	Diaphus	mollis	37122038
Myctophidae	Diaphus	ostenfeldi	37122012
Myctophidae	Diaphus	parri	37122039
Myctophidae	Diaphus	perspicillatus	37122008
Myctophidae	Diaphus	phillipsi	37122088
Myctophidae	Diaphus	problematicus	37122089
Myctophidae	Diaphus	regani	37122090
Myctophidae	Diaphus	splendidus	37122040
Myctophidae	Diaphus	termophilus	37122041
Myctophidae	Diaphus	thiollierei	37122091
Myctophidae	Diaphus	watasei	37122013
Myctophidae	Diogenichthys	atlanticus	37122042
Myctophidae	Electrona	antarctica	37122750
Myctophidae	Electrona	carlsbergi	37122104
Myctophidae	Electrona	paucirastra	37122075
Myctophidae	Electrona	risso	37122043
Myctophidae	Electrona	subaspera	37122014
Myctophidae	Gonichthys	barnesi	37122044
Myctophidae	Gymnoscopelus	braueri	37122751
Myctophidae	Gymnoscopelus	hintonoides	37122105
Myctophidae	Gymnoscopelus	microlampas	37122106
Myctophidae	Gymnoscopelus	nicholsi	37122752
Myctophidae	Gymnoscopelus	opisthopterus	37122753
Myctophidae	Gymnoscopelus	piabilis	37122018
Myctophidae	Hygophum	hanseni	37122045
Myctophidae	Hygophum	hygomii	37122004
Myctophidae	Hygophum	macrochir	37122092
Myctophidae	Hygophum	proximum	37122023
Myctophidae	Hygophum	reinhardtii	37122046
Myctophidae	Krefftichthys	anderssoni	37122754
Myctophidae	Lampadena	chavesi	37122093
Myctophidae	Lampadena	luminosa	37122094
Myctophidae	Lampadena	notialis	37122047
Myctophidae	Lampadena	speculigera	37122062
Myctophidae	Lampadena	urophaos	37122095
Myctophidae	Lampanyctodes	hectoris	37122002
Myctophidae	Lampanyctus	alatus	37122048
Myctophidae	Lampanyctus	australis	37122019
Myctophidae	Lampanyctus	festivus	37122050
Myctophidae	Lampanyctus	intricarius	37122020
Myctophidae	Lampanyctus	lepidolychnus	37122051
Myctophidae	Lampanyctus	macdonaldi	37122063
Myctophidae	Lampanyctus	nobilis	37122097
Myctophidae	Lampanyctus	pusillus	37122052
Myctophidae	Lampichthys	procerus	37122017
Myctophidae	Lobianchia	dofleini	37122053
Myctophidae	Lobianchia	gemellarii	37122054
Myctophidae	Loweina	interrupta	37122109
Myctophidae	Loweina	rara	37122098
Myctophidae	Metelectrona	herwigi	37122107
Myctophidae	Metelectrona	ventralis	37122016
Myctophidae	Myctophum	asperum	37122009
Myctophidae	Myctophum	brachygnathum	37122055
Myctophidae	Myctophum	nitidulum	37122056
Myctophidae	Myctophum	obtusirostre	37122099
Myctophidae	Myctophum	orientale	37122057
Myctophidae	Myctophum	phengodes	37122003
Myctophidae	Myctophum	selenops	37122100
Myctophidae	Myctophum	spinosum	37122101
Myctophidae	Nannobrachium	achirus	37122096
